timestamp,commit,tag,alpha,normalization,model,preprocessing,ndcg10,recall10,mrr10,n_queries
2026-09-03T22:08:40.526436+00:00,49002a8,alpha-0,0.0,minmax,all-MiniLM-L6-v2,none,0.8566037960125735,0.8215488215488216,0.9646464646464646,33
2026-09-03T22:09:24.952325+00:00,49002a8,alpha-0.3,0.3,minmax,all-MiniLM-L6-v2,none,0.8587645811402973,0.8265151515151514,0.9772727272727273,33
2026-09-03T22:10:22.442081+00:00,49002a8,alpha-0.5,0.5,minmax,all-MiniLM-L6-v2,none,0.8178151944854603,0.7739057239057239,0.9444444444444445,33
2026-09-03T22:11:11.752208+00:00,49002a8,alpha-0.7,0.7,minmax,all-MiniLM-L6-v2,none,0.7828948667334608,0.7317340067340067,0.9444444444444445,33
2026-09-03T22:11:59.420322+00:00,49002a8,alpha-1,1.0,minmax,all-MiniLM-L6-v2,none,0.6864943621863708,0.6477272727272727,0.8560606060606061,33
2026-09-03T22:12:47.598452+00:00,49002a8,zscore-0.5,0.5,zscore,all-MiniLM-L6-v2,none,0.8178151944854603,0.7739057239057239,0.9444444444444445,33
2026-09-03T22:16:59.722153+00:00,49002a8,model-paraphrase-albert-small-v2,0.5,minmax,paraphrase-albert-small-v2,none,0.8289640791516711,0.7835858585858586,0.9848484848484849,33
2026-09-03T22:55:05.117648+00:00,49002a8,sentence-split,0.5,minmax,all-MiniLM-L6-v2,sentence-split,0.8178151944854603,0.7739057239057239,0.9444444444444445,33
